Enkät,Enkätkategori,Enkätkategori.1,Kursens ämnesinnehåll har gett mig möjlighet att uppnå kursens lärandemål.,"Kursens olika undervisnings- och arbetsformer har varit relevanta i relation till kursens lärandemål. Till undervisnings- och arbetsformer räknas till exempel föreläsningar, seminarier, laborationer, basgrupper, handledning, projekt och lektioner.",Kursens examinerande moment har varit relevanta i relation till kursens lärandemål.,Kursens pedagogiska genomförande har varit till stöd för mitt lärande.,"Anser du att kursens innehåll, genomförande och examination stämmer med kursplanen?",Vilket helhetsbetyg ger du kursen?,course_code
Interaction Programming (Co-learning) (729G87 2025-12-15 Lin 1558140),2025,HT,4.67,3.89,4.67,3.56,4.5,4.0,729G87
Interactive Information Design (TNGD34 2025-12-15 Nor 1545015),2025,HT,4.44,4.25,4.69,4.0,4.67,4.44,TNGD34
"Interaktion, språk och kognition (729G77 2025-10-13 Lin 1559981)",2025,HT,4.08,4.38,4.23,4.08,4.23,3.85,729G77
"Interaktionsdesign, studiokurs (769A34 2025-12-15 Lin 1530873)",2025,HT,4.0,4.33,3.33,4.0,4.5,3.67,769A34
Interaktionsprogrammering (TDDC73 2025-12-15 Lin 1539845),2025,HT,4.88,4.88,4.75,4.38,4.83,4.75,TDDC73
Interaktiva produkter (TDDD90 2025-12-15 Lin 1540010),2025,HT,3.31,3.38,2.81,2.69,3.58,2.62,TDDD90
Interaktiva system (TDDD60 2025-03-17 Lin 1536633),2025,VT,3.07,2.68,3.13,2.22,3.4,2.12,TDDD60
Intercultural Communication in an English-speaking World (701G23 2025-12-15 Ort 1558327),2025,HT,4.25,4.5,4.25,4.25,4.25,4.25,701G23
Intercultural Communication in an English-speaking World (701G23 2025-12-15 Ort 1558329),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,701G23
Intercultural Communication in an English-speaking World (701G23 2025-12-15 Ort 1558847),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,701G23
Intercultural Communication in an English-speaking World (Co-learning) (701G23 2025-05-26 Ort 1524480),2025,VT,4.67,4.5,4.17,3.83,4.5,4.33,701G23
Intercultural Cross-media Project (TNGD48 2025-03-17 Nor 1536876),2025,VT,3.33,3.33,4.0,3.5,4.25,3.33,TNGD48
Interkulturell affärskommunikation (704G01 2025-03-17 Ort 1524498),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,704G01
Interkulturell affärskommunikation (704G01 2025-03-17 Ort 1531763),2025,VT,4.4,4.0,3.8,3.4,4.6,3.6,704G01
"Interkulturell kompetens och interkulturell kommunikation, fortsättningskurs (TINT02 2025-05-19 Lin 1533551)",2025,VT,5.0,4.5,4.75,4.0,5.0,3.75,TINT02
"Intermediate Macroeconomics (Co-learning) (770G24, 730G91 2025-04-21 Lin 1524565)",2025,VT,2.55,2.27,2.27,2.36,2.56,2.09,770G24
"Intermediate Macroeconomics (Co-learning) (770G24, 730G91 2025-04-21 Lin 1524565)",2025,VT,2.55,2.27,2.27,2.36,2.56,2.09,730G91
"International and European Law (Co-learning) (733A73, 733A44 2025-12-15 Lin 1557739)",2025,HT,3.88,4.0,4.12,3.75,4.25,3.62,733A73
"International and European Law (Co-learning) (733A73, 733A44 2025-12-15 Lin 1557739)",2025,HT,3.88,4.0,4.12,3.75,4.25,3.62,733A44
"International and European Security (Co-learning) (733A75, 733A46 2025-03-17 Lin 1524795)",2025,VT,4.5,4.5,4.5,4.0,4.5,4.5,733A75
"International and European Security (Co-learning) (733A75, 733A46 2025-03-17 Lin 1524795)",2025,VT,4.5,4.5,4.5,4.0,4.5,4.5,733A46
"International Business (Co-learning) (723G65, 772G04, 723G66 2025-12-15 Lin 1558102)",2025,HT,2.57,2.86,2.71,2.57,2.71,2.57,723G65
"International Business (Co-learning) (723G65, 772G04, 723G66 2025-12-15 Lin 1558102)",2025,HT,2.57,2.86,2.71,2.57,2.71,2.57,772G04
"International Business (Co-learning) (723G65, 772G04, 723G66 2025-12-15 Lin 1558102)",2025,HT,2.57,2.86,2.71,2.57,2.71,2.57,723G66
International Business (TEIM09 2025-03-17 Lin 1533649),2025,VT,4.33,4.4,4.13,4.0,4.4,3.87,TEIM09
International Business English (711G05 2025-05-26 Lin 1524494),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,711G05
International Business English (711G05 2025-05-26 Lin 1524496),2025,VT,4.33,4.33,4.67,4.0,4.67,4.33,711G05
International Course in Drama Communication A (918G34 2025-12-15 Lin 1555139),2025,HT,3.67,3.33,3.67,3.67,3.67,3.67,918G34
International Course in Storytelling (Co-learning) (921G20 2025-03-17 Lin 1523869),2025,VT,4.62,4.77,4.92,4.77,4.85,4.69,921G20
International Energy Markets (TMES51 2025-12-15 Lin 1540302),2025,HT,4.22,4.22,4.11,3.89,4.67,4.11,TMES51
"International Environmental Management (Co-learning) (746G65, 746G28 2025-10-13 Nor 1584921)",2025,HT,4.33,5.0,4.67,3.67,4.33,4.0,746G65
"International Environmental Management (Co-learning) (746G65, 746G28 2025-10-13 Nor 1584921)",2025,HT,4.33,5.0,4.67,3.67,4.33,4.0,746G28
"International Finance and Fixed Income Management (Co-learning) (770G19, 730G94 2025-10-13 Lin 1558157)",2025,HT,4.83,4.33,4.67,3.83,4.6,4.17,770G19
"International Finance and Fixed Income Management (Co-learning) (770G19, 730G94 2025-10-13 Lin 1558157)",2025,HT,4.83,4.33,4.67,3.83,4.6,4.17,730G94
International Financial Reporting Standards – En introduktion för affärsjurister (702G07 2025-05-26 Lin 1532099),2025,VT,2.4,2.42,2.63,2.05,2.76,2.25,702G07
"International Governance and Civil Society (Co-learning) (733A79, 733A49 2025-11-17 Lin 1557745)",2025,HT,4.0,4.25,4.25,4.0,4.5,4.0,733A79
"International Governance and Civil Society (Co-learning) (733A79, 733A49 2025-11-17 Lin 1557745)",2025,HT,4.0,4.25,4.25,4.0,4.5,4.0,733A49
"International Organisations: Theory and Practice (Co-learning) (733A80, 733A50 2025-10-13 Lin 1557946)",2025,HT,4.56,4.56,4.56,4.44,4.22,4.22,733A80
"International Organisations: Theory and Practice (Co-learning) (733A80, 733A50 2025-10-13 Lin 1557946)",2025,HT,4.56,4.56,4.56,4.44,4.22,4.22,733A50
"International Relations Theory (Co-learning) (733A71, 733A41 2025-10-13 Lin 1557865)",2025,HT,4.31,4.08,4.38,3.69,4.31,3.92,733A71
"International Relations Theory (Co-learning) (733A71, 733A41 2025-10-13 Lin 1557865)",2025,HT,4.31,4.08,4.38,3.69,4.31,3.92,733A41
"Internationell beskattningsrätt, fortsättningskurs (747G54 2025-11-17 Ort 1558057)",2025,HT,4.5,5.0,4.5,4.5,4.5,4.5,747G54
Internationell ekonomi (770G34 2025-04-02 Lin 1539232),2025,VT,2.92,2.15,3.62,1.69,3.23,2.38,770G34
Internationell kontraktsrätt - särskilt avseende europeisk kommersiell privaträtt (702A05 2025-02-17 Lin 1510222),2025,VT,4.76,4.53,4.82,4.59,4.81,4.65,702A05
"Internationell mobilitet, IEI, 3 hp (911G59 2025-08-25 Lin 1524000)",2025,VT,5.0,4.0,4.0,5.0,5.0,4.0,911G59
"Internationell mobilitet, IEI, 3 hp (911G59 2025-12-15 Lin 1555025)",2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,911G59
Internationell politik (733G20 2025-12-15 Lin 1558038),2025,HT,5.0,5.0,5.0,5.0,5.0,5.0,733G20
Internationell politik (Samläsning) (733G20 2025-05-26 Lin 1524745),2025,VT,4.07,4.13,4.07,4.13,4.29,4.0,733G20
Internationell skatterätt och EU-skatterätt (702A07 2025-05-26 Lin 1510227),2025,VT,2.75,3.25,3.75,2.5,3.0,2.75,702A07
Internet of Things (TNK116 2025-05-19 Nor 1533805),2025,VT,2.5,3.0,2.5,2.5,4.0,2.5,TNK116
Internetworking (TSIN02 2025-12-15 Lin 1539501),2025,HT,4.2,4.6,4.6,3.25,4.0,3.4,TSIN02
Internship (742A34 2025-12-15 Nor 1559550),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,742A34
Internship (742A35 2025-12-15 Nor 1559553),2025,HT,5.0,4.5,5.0,4.5,4.67,4.67,742A35
Internship (757A17 2025-11-17 Ort 1559582),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,757A17
Internship in Computational Social Science (771A40 2025-12-15 Nor 1597880),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,771A40
Internship in Ecology (NBID59 2025-05-19 Lin 1538941),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,NBID59
Internship in Environmental Science and Sustainable Development (746A94 2025-12-15 Lin 1559631),2025,HT,4.5,4.14,3.71,3.86,4.71,4.43,746A94
Internship in Environmental Science and Sustainable Development (746A95 2025-10-13 Lin 1559643),2025,HT,5.0,5.0,4.0,5.0,5.0,4.5,746A95
Internship in Environmental Science and Sustainable Development (746A95 2025-12-15 Lin 1559640),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,746A95
Internship in Strategic Urban and Regional Planning (709A13 2025-12-15 Lin 1559676),2025,HT,4.67,4.67,4.67,4.33,4.33,4.67,709A13
Interpersonell psykoterapi (IPT) i teori och praktik (735A41 2025-05-26 Lin 1554248),2025,VT,4.91,4.82,4.73,4.73,4.9,4.73,735A41
Interprofessionellt teamarbete för utveckling av avancerad kirurgisk vård (8KIA19 2025-05-19 Lin 1551683),2025,VT,4.67,4.67,4.33,4.33,4.33,4.33,8KIA19
Interprofessionellt teamarbete för utveckling av avancerad kirurgisk vård (VFU) (8KIA19 2025-01-20 Lin 1551683),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8KIA19
"Intersectional Migration Studies: Bodies, Genders, Sexualities (742A21 2025-02-10 Nor 1516115)",2025,VT,3.53,3.53,3.86,3.47,3.93,3.33,742A21
"Intersectional Migration Studies: Bodies, Genders, Sexualities (742A37 2025-02-10 Nor 1513679)",2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,742A37
Interventioner för läsning i anpassad skola (961G57 2026-05-07 Lin 1597227),2025,HT,5.0,5.0,5.0,5.0,5.0,5.0,961G57
Introduction to Advanced Academic Studies and Social Science (733A64 2025-09-08 Lin 1560154),2025,HT,3.29,3.14,3.64,3.07,3.5,3.0,733A64
Introduction to Advanced Academic Studies and Social Science (733A64 2025-09-08 Lin 1597901),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,733A64
Introduction to Artificial Intelligence (TNM119 2025-03-17 Nor 1553016),2025,VT,4.27,4.27,4.4,4.0,4.5,4.2,TNM119
Introduction to Biosensor Technology (TFYA62 2025-03-17 Lin 1534002),2025,VT,4.0,4.0,4.0,3.67,4.33,3.0,TFYA62
Introduction to Child Studies (736A25 2025-09-08 Ort 1560505),2025,HT,4.87,4.73,4.8,4.67,4.8,4.6,736A25
Introduction to Computational Mechanics (TMHL63 2025-12-15 Lin 1545021),2025,HT,4.07,3.67,4.13,3.6,4.38,3.6,TMHL63
Introduction to Python (732A70 2025-12-15 Lin 1560125),2025,HT,4.8,4.6,5.0,4.8,5.0,4.8,732A70
Introduction to Special Education in a Swedish Context (913G09 2025-03-17 Lin 1523899),2025,VT,4.33,4.5,3.83,3.5,4.33,4.0,913G09
Introduction to Studies of Intersectional Gender at Advanced Level (757A21 2025-09-01 Lin 1560196),2025,HT,4.33,4.27,4.43,4.32,4.62,4.27,757A21
Introduktion till beräkningsmekanik (TMHL63 2025-10-20 Lin 1545889),2025,HT,4.0,3.61,4.11,2.74,4.36,3.42,TMHL63
Introduktion till design och produktutveckling (TMKA06 2025-12-15 Lin 1547759),2025,HT,4.77,4.62,4.62,4.54,4.69,4.46,TMKA06
Introduktion till digitala medier och AI (TNM120 2025-12-15 Nor 1553503),2025,HT,4.73,4.0,4.2,3.53,4.75,3.87,TNM120
Introduktion till elektronik och elektrifiering (TNE108 2025-12-15 Nor 1561033),2025,HT,4.33,4.17,4.5,3.83,4.33,3.83,TNE108
Introduktion till etologi (ETE327 2025-11-27 Ort 1539283),2025,HT,4.8,4.76,4.8,4.64,4.75,4.6,ETE327
Introduktion till examensarbete (TDIU14 2025-03-17 Lin 1536860),2025,VT,2.82,3.25,3.67,2.46,3.25,2.23,TDIU14
Introduktion till examensarbete (TGTU58 2025-03-17 Lin 1536957),2025,VT,4.0,3.75,3.33,4.25,4.67,3.75,TGTU58
Introduktion till examensarbete (TSIU09 2025-03-17 Lin 1536556),2025,VT,2.67,2.0,3.33,1.67,3.5,2.33,TSIU09
Introduktion till examensarbete för matematiker och fysiker (TGTU56 2025-03-17 Lin 1536897),2025,VT,5.0,5.0,5.0,5.0,5.0,5.0,TGTU56
Introduktion till hållbara affärsmodeller (ETE385 2025-05-19 Ort 1533066),2025,VT,4.83,4.33,4.67,4.33,4.33,4.5,ETE385
"Introduktion till informatik - människa, teknik, organisation (725G96 2025-09-15 Lin 1560397)",2025,HT,3.72,3.82,3.87,3.32,4.04,3.36,725G96
Introduktion till IT och management (725A48 2025-10-13 Lin 1560412),2025,HT,4.28,4.35,4.36,3.98,4.61,4.11,725A48
Introduktion till klinisk logopedi (8LOG15 2025-12-15 Lin 1562804),2025,HT,4.5,4.14,4.75,4.38,4.71,4.12,8LOG15
Introduktion till medicinsk forskning (8FG070 2025-05-19 Lin 1526670),2025,VT,4.67,4.33,5.0,4.67,5.0,4.33,8FG070
Introduktion till miljövetenskap och hållbar utveckling (746G55 2025-09-08 Nor 1560490),2025,HT,4.56,4.72,4.76,4.24,4.78,4.24,746G55
"Introduktion till nationalekonomi, grundkurs (730G11 2025-12-03 Lin 1560377)",2025,HT,4.66,4.56,4.67,4.64,4.8,4.33,730G11
Introduktion till programmering och datalogiskt tänkande (TDDE04 2025-12-15 Lin 1547753),2025,HT,3.78,3.5,4.4,2.6,4.12,3.1,TDDE04
Introduktion till psykologin som ämne och profession (735G31 2025-09-08 Lin 1560523),2025,HT,3.97,3.93,3.8,3.47,4.1,3.57,735G31
Introduktion till socialt arbete som vetenskapligt fält (773A01 2025-10-20 Nor 1560069),2025,HT,4.25,4.25,4.38,4.0,4.88,4.38,773A01
Introduktion till statistik och dataanalys (732G48 2025-12-15 Lin 1560452),2025,HT,4.55,4.33,4.7,4.2,4.6,4.09,732G48
Introduktion till vetenskapligt skrivande (703G25 2025-12-15 Nor 1562050),2025,HT,3.12,3.0,4.0,2.88,4.14,2.5,703G25
Introduktion till webbprogrammering och -publicering (TNM115 2025-03-17 Nor 1538342),2025,VT,4.5,4.17,4.83,3.8,4.33,4.33,TNM115
Introduktionskurs CAD (TCM084 2025-09-22 Sto 1546745),2025,HT,4.85,4.92,4.69,4.62,4.77,4.85,TCM084
Introduktionskurs i affärskommunikation över språkgränserna (702G05 2025-12-01 Lin 1560390),2025,HT,4.88,4.88,5.0,4.88,4.88,4.75,702G05
Introduktionskurs i interkulturell kompetens (TINT01 2025-03-17 Lin 1536403),2025,VT,4.62,4.5,4.5,4.75,4.62,4.62,TINT01
Introduktionskurs i interkulturell kompetens (TINT01 2025-08-04 Ort 1589211),2025,VT,5.0,5.0,5.0,4.0,5.0,4.0,TINT01
Introduktionskurs i Matlab (ETE349 2025-03-17 Ort 1532961),2025,VT,1.5,1.5,2.0,1.0,4.0,1.5,ETE349
Introduktionskurs i Matlab (TSRT04 2025-03-17 Lin 1536431),2025,VT,4.4,4.1,4.56,4.0,4.78,3.91,TSRT04
Introduktionskurs i Matlab (TSRT04 2025-05-19 Lin 1536644),2025,VT,4.0,5.0,5.0,3.0,4.0,4.0,TSRT04
Introduktionskurs LiU-Malmstens (TCM039 2025-09-01 Sto 1547609),2025,HT,4.73,4.73,4.55,4.36,4.5,4.0,TCM039
Introduktionskurs till Globala studier av kultur och samhälle (703G01 2025-09-08 Nor 1560283),2025,HT,4.0,4.21,4.47,3.84,4.39,4.0,703G01
"Islam, introduktionskurs (790G12 2025-12-15 Ort 1558106)",2025,HT,5.0,4.29,4.71,4.43,4.71,4.29,790G12
IT för hållbarhet (TINF01 2025-05-19 Lin 1537168),2025,VT,4.5,3.0,3.75,2.75,3.67,3.25,TINF01
IT-projekt och projektledning (726G37 2025-10-27 Lin 1560406),2025,HT,4.35,3.53,3.82,3.53,4.25,3.82,726G37
IT-rätt för systemvetare (726G01 2025-03-17 Lin 1531781),2025,VT,4.89,4.82,4.85,4.96,4.82,4.89,726G01
IT-rätt och etik (TGTU79 2025-05-19 Lin 1538298),2025,VT,4.67,5.0,5.0,4.0,4.33,3.67,TGTU79
IT-styrning vid digitalisering (725A53 2025-03-17 Lin 1532153),2025,VT,3.6,3.73,3.73,3.27,4.23,3.8,725A53
Judendom: Levande traditioner (791G01 2025-05-26 Ort 1522117),2025,VT,5.0,4.67,4.67,5.0,4.67,4.33,791G01
Juridik inom samhällsplanering (709G20 2025-09-08 Lin 1559088),2025,HT,4.5,4.5,4.67,3.83,4.67,4.5,709G20
Juridisk översiktskurs med inriktning mot förvaltning (747G38 2025-02-10 Lin 1516070),2025,VT,4.25,4.34,4.55,3.81,4.33,3.81,747G38
Jämlik vård och välfärd (8MM225 2025-12-15 Lin 1565133),2025,HT,4.8,4.4,4.6,3.6,4.6,4.4,8MM225
Kalkylering och beslutsstöd (723G70 2025-10-13 Lin 1559883),2025,HT,3.96,3.75,4.15,3.29,4.42,3.57,723G70
Kalkylering och budgetering (722G46 2025-03-04 Lin 1532084),2025,VT,3.78,3.31,4.11,2.89,3.88,3.42,722G46
Kalkylering och budgetering (722G78 2025-05-26 Lin 1532066),2025,VT,3.5,3.62,3.38,3.12,3.67,3.56,722G78
Kalkylering och budgetering (722G82 2025-12-15 Lin 1558126),2025,HT,4.5,4.3,4.8,4.3,4.7,4.3,722G82
Kandidatarbete energi- och miljöteknik (TKMJ41 2025-05-19 Lin 1536695),2025,VT,4.83,4.83,4.92,4.75,5.0,4.75,TKMJ41
Kandidatarbete maskinteknik (TMMT31 2025-05-19 Lin 1536939),2025,VT,4.4,4.53,4.8,3.4,4.86,4.27,TMMT31
Kandidatarbete produktutveckling (TMKT82 2025-05-19 Lin 1537001),2025,VT,4.2,3.8,4.8,3.4,4.8,4.4,TMKT82
Kandidatprojekt datateknik (TDDD83 2025-05-19 Lin 1536741),2025,VT,2.27,2.33,3.13,1.5,3.0,1.75,TDDD83
Kandidatprojekt energiteknik (TMMV16 2025-05-19 Lin 1536732),2025,VT,4.43,4.4,4.72,4.06,4.72,4.15,TMMV16
Kandidatprojekt i programvaruutveckling (TDDD96 2025-05-19 Lin 1536437),2025,VT,2.48,2.57,3.33,1.59,2.76,2.0,TDDD96
Kandidatprojekt kommunikation och transport (TNK132 2025-05-19 Nor 1536726),2025,VT,4.67,4.83,4.83,4.33,4.83,4.67,TNK132
Kandidatprojekt maskinteknik (TMPS32 2025-05-19 Lin 1536748),2025,VT,4.25,3.0,3.6,2.0,3.75,3.2,TMPS32
Kandidatprojekt med examensarbete i kultur och mediegestaltning (739G56 2025-05-26 Nor 1515186),2025,VT,4.6,4.4,4.8,3.2,4.75,4.2,739G56
Kandidatuppsats (722G80 2025-05-26 Lin 1531365),2025,VT,5.0,5.0,5.0,5.0,5.0,5.0,722G80
Kandidatuppsats i affärsrätt (702G27 2025-05-26 Lin 1531570),2025,VT,4.36,4.45,4.55,3.82,4.36,4.0,702G27
Kandidatuppsats i Human Resource Management/Development (HRM/HRD) (759G50 2025-05-26 Lin 1531510),2025,VT,3.5,3.75,4.0,3.0,4.29,3.62,759G50
Kandidatuppsats i Informatik - inriktning management och verksamhetsutveckling (726G74 2025-04-21 Lin 1531519),2025,VT,4.71,4.71,4.57,4.43,4.86,4.5,726G74
Kandidatuppsats i Informatik - inriktning Systemutveckling (726G75 2025-04-21 Lin 1531522),2025,VT,4.3,4.22,4.48,4.09,4.52,3.91,726G75
Kandidatuppsats i kognitionsvetenskap (729G40 2025-05-26 Lin 1561747),2025,VT,4.5,4.07,4.79,4.0,4.64,4.07,729G40
Kandidatuppsats i nationalekonomi (Samläsning) (770G13 2025-05-26 Lin 1524627),2025,VT,4.44,3.67,4.33,3.78,4.44,3.78,770G13
Kandidatuppsats i Psykologi (759G48 2025-05-26 Lin 1531504),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,759G48
Kandidatuppsats i Statistik (732G47 2025-05-26 Lin 1531474),2025,VT,4.75,4.62,4.75,4.12,4.75,4.62,732G47
Kandidatuppsats i statsvetenskap (733G35 2025-05-26 Lin 1531292),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,733G35
Kandidatuppsats i statsvetenskap (733G61 2025-12-15 Lin 1564796),2025,HT,5.0,5.0,5.0,3.0,5.0,4.0,733G61
Kandidatuppsats i statsvetenskap (Samläsning) (733G61 2025-05-26 Lin 1548998),2025,VT,4.29,4.33,4.29,3.86,4.43,3.71,733G61
"Kandidatuppsats, fördjupning (740G23 2025-05-26 Nor 1531486)",2025,VT,4.86,4.71,4.71,3.86,4.57,4.43,740G23
Katastrofmedicin (8FA021 2025-04-07 Ort 1548932),2025,VT,4.12,3.62,4.0,4.0,4.25,4.0,8FA021
"Katastrofmedicin, modul 1 (8FA335 2025-11-17 Ort 1565142)",2025,HT,5.0,4.0,5.0,4.0,5.0,4.0,8FA335
Kemi (1-15 hp) (92KE11 2025-10-13 Lin 1556655),2025,HT,5.0,5.0,5.0,4.67,5.0,5.0,92KE11
Kemi (16-30 hp) (92KE21 2025-12-15 Lin 1556658),2025,HT,4.5,4.5,5.0,4.5,4.5,4.5,92KE21
Kemi (31-45 hp) (92KE33 2025-05-19 Lin 1529504),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,92KE33
Kemi (53-60 hp) (92KE41 2025-05-19 Lin 1529489),2025,VT,3.0,4.0,4.0,2.0,3.0,3.0,92KE41
Kemi (61-75 hp) (93KE51 2025-10-13 Lin 1555627),2025,HT,5.0,5.0,5.0,5.0,5.0,5.0,93KE51
Kemi (76-90 hp) (93KE61 2025-12-15 Lin 1555630),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,93KE61
Kemi (973G14 2025-12-15 Lin 1555961),2025,HT,3.6,3.2,3.6,3.6,4.25,3.2,973G14
Kemi 1 för basår (BKL101 2025-12-15 Lin 1547202),2025,HT,4.11,4.6,4.83,4.05,4.63,4.05,BKL101
Kemi 1 för basår (BKN101 2025-12-15 Nor 1547185),2025,HT,3.94,4.18,4.29,3.78,4.25,3.89,BKN101
Kemi 1 för basår (DKN101 2025-12-15 Kat 1548110),2025,HT,5.0,4.5,5.0,4.5,5.0,4.5,DKN101
Kemi 1 för basår (DKN101 2025-12-15 Nyk 1548099),2025,HT,4.0,5.0,5.0,4.0,5.0,4.0,DKN101
Kemi 1 för basår (DKN101 2025-12-15 Väs 1548121),2025,HT,5.0,5.0,5.0,3.0,5.0,4.0,DKN101
Kemi 2 för basår (BKL102 2025-05-19 Lin 1538175),2025,VT,4.12,4.5,4.38,3.62,4.43,3.38,BKL102
"Kemi: verksamhetsförlagd utbildning (46-52,5 hp) (92KEV3 2025-04-14 Lin 1529742)",2025,VT,5.0,0.0,5.0,5.0,5.0,5.0,92KEV3
"Kemi: verksamhetsförlagd utbildning (46-52,5 hp) (92KEV9 2025-04-14 Lin 1529474)",2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,92KEV9
Kemometri (TFKI11 2025-03-17 Lin 1536619),2025,VT,5.0,4.75,4.62,4.38,4.88,4.62,TFKI11
Klassisk och modern organisation (723G38 2025-02-10 Lin 1524426),2025,VT,4.27,4.0,4.09,3.91,4.45,3.64,723G38
Klinisk logopedi och professionellt förhållningssätt I (8LGG30 2025-12-15 Lin 1562382),2025,HT,4.83,4.5,4.67,4.67,4.6,4.5,8LGG30
Klinisk medicin 1 (8LPG60 2025-05-19 Jön 1552388),2025,VT,4.0,4.0,3.56,4.11,4.12,3.67,8LPG60
Klinisk medicin 1 (8LPG60 2025-05-19 Kal 1552391),2025,VT,3.5,4.0,4.0,4.0,4.0,4.0,8LPG60
Klinisk medicin 1 (8LPG60 2025-05-19 Lin 1552382),2025,VT,5.0,4.75,3.75,4.5,4.5,4.25,8LPG60
Klinisk medicin 1 (8LPG60 2025-05-19 Nor 1552385),2025,VT,5.0,5.0,4.5,4.5,4.5,4.0,8LPG60
Klinisk medicin 1 (8LPG60 2025-12-15 Jön 1564039),2025,HT,3.0,3.22,3.0,3.0,3.0,3.22,8LPG60
Klinisk medicin 1 (8LPG60 2025-12-15 Kal 1564041),2025,HT,3.2,3.4,2.75,4.4,2.6,3.2,8LPG60
Klinisk medicin 1 (8LPG60 2025-12-15 Lin 1564035),2025,HT,4.0,3.75,2.0,3.5,2.5,2.5,8LPG60
Klinisk medicin 1 (8LPG60 2025-12-15 Nor 1564037),2025,HT,3.62,4.25,3.0,4.12,2.75,3.38,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-01-20 Jön 1552388),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-01-20 Kal 1552391),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-01-20 Lin 1552382),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-01-20 Nor 1552385),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-08-18 Jön 1564039),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-08-18 Kal 1564041),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-08-18 Lin 1564035),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 1 (VFU) (8LPG60 2025-08-18 Nor 1564037),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPG60
Klinisk medicin 2 (8LPA70 2025-05-19 Jön 1552406),2025,VT,3.71,3.86,1.86,3.71,2.86,3.43,8LPA70
Klinisk medicin 2 (8LPA70 2025-05-19 Kal 1552409),2025,VT,3.25,3.25,3.0,3.25,3.0,2.75,8LPA70
Klinisk medicin 2 (8LPA70 2025-05-19 Lin 1552400),2025,VT,4.0,3.6,3.5,3.8,3.75,3.8,8LPA70
Klinisk medicin 2 (8LPA70 2025-05-19 Nor 1552403),2025,VT,3.86,4.14,2.83,4.29,4.17,4.0,8LPA70
Klinisk medicin 2 (8LPA70 2025-12-15 Jön 1564055),2025,HT,3.75,4.0,3.5,4.25,3.75,4.25,8LPA70
Klinisk medicin 2 (8LPA70 2025-12-15 Kal 1564057),2025,HT,3.5,4.33,4.5,3.33,4.5,4.0,8LPA70
Klinisk medicin 2 (8LPA70 2025-12-15 Lin 1564051),2025,HT,4.57,4.14,4.0,4.29,4.14,4.14,8LPA70
Klinisk medicin 2 (8LPA70 2025-12-15 Nor 1564053),2025,HT,4.5,5.0,4.5,4.75,4.5,5.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-01-20 Jön 1552406),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-01-20 Kal 1552409),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-01-20 Lin 1552400),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-01-20 Nor 1552403),2025,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-08-18 Jön 1564055),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
Klinisk medicin 2 (VFU) (8LPA70 2025-08-18 Kal 1564057),2025,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LPA70
